UTC time,Satellites,Speed (km/h),Heading (Degrees),Latitude,Longitude,BrakeTrigger,Dgps,Wav file,Dual Antenna Status,Height (m),Vertical velocity (km/h),Avi sync time (s),Avi file index,Elapsed time (s),Distance (m),Lateral acceleration (g),Longitudinal acceleration (g),Relative height (m),Gradient (%),Radius of turn (m),sampleperiod (s),ComboAcc (g),Air Fuel Ratio ((null)),Battery Voltage (V),Brake Position (%),Brake Pressure (bar),Clutch Position (%),Coolant Temperature (°C),Engine Speed (rpm),Exhaust Temperature (°C),Fuel Level (%),Gear ((null)),Head Temperature (°C),Indicated Lateral Acceleration (g),Indicated Longitudinal Acceleration (g),Indicated Vehicle Speed (km/h),Oil Pressure (bar),Oil Temperature (°C),Steering Angle (Degrees),Throttle Position (%),Water Temp (Calc) (F),Oil Temp (Calc) (F),Oil Press (Calc) (psi),Water Press (Calc) (psi),Brake Press (Calc) ((null))
212124.600,12,17.00,26.7,38°9.631176 N,122°27.228036 W,0,1,0,0,32.28,-0.68,11099.000,1,0.000,0.00,0.00,0.00,0.00,0,0.00,0.100,0.20,500,13.3999996185303,0,0.209999993443489,255,81.70,2508,-50.00,21,255,0.90,0.10,-0.25,17.00,3.8199999332428,96.00,-1024.0,14,179.059997558594,204.800003051758,55.40,13.05,3.0457980632782
212124.700,12,17.93,27.6,38°9.631422 N,122°27.227862 W,0,1,0,0,32.26,-0.68,11199.000,1,0.100,0.49,-0.08,0.26,-0.02,-3.81526104417671,0.00,0.100,0.24,500,13.3999996185303,0,0.150000005960464,255,81.70,2566,-50.00,21,255,0.90,0.10,-0.25,17.60,3.89000010490417,96.00,-1024.0,13,179.059997558594,204.800003051758,56.42,13.05,2.17557001113892
212124.800,12,18.23,28.0,38°9.631674 N,122°27.227694 W,0,1,0,0,32.21,-0.72,11299.000,1,0.200,0.99,-0.03,0.08,-0.04,-3.95018379327371,0.00,0.100,0.17,500,13.3999996185303,0,0.140000000596046,255,81.70,2628,-50.00,21,255,0.90,0.03,-0.26,17.60,3.95000004768372,96.00,-1024.0,13,179.059997558594,204.800003051758,57.29,13.05,2.03053188323975
212124.900,12,19.48,29.2,38°9.631938 N,122°27.227484 W,0,1,0,0,32.19,-0.76,11399.000,1,0.300,1.51,-0.12,0.35,-0.06,-3.88090349075975,0.00,0.100,0.27,500,13.3999996185303,0,0.0700000002980232,255,81.70,2668,-50.00,21,255,0.90,0.03,-0.26,18.70,4.07000017166138,96.00,6.0,13,179.059997558594,204.800003051758,59.03,13.05,1.01526594161987
212125.000,12,19.45,29.8,38°9.632190 N,122°27.227298 W,0,1,0,0,32.12,-0.83,11499.000,1,0.400,2.05,-0.05,-0.01,-0.08,-4.25619409889997,37.12,0.100,0.15,500,13.3999996185303,0,0.0999999865889549,255,81.70,2775,-50.00,21,255,0.90,0.03,-0.26,16.80,4.23000001907349,96.00,6.0,13,179.059997558594,204.800003051758,61.35,13.05,1.45037996768951
212125.100,12,20.04,29.8,38°9.632454 N,122°27.227100 W,0,1,0,0,32.09,-0.86,11599.000,1,0.500,2.60,-0.01,0.17,-0.10,-4.3111621176588,44.83,0.100,0.16,500,13.3999996185303,0,0.0900000035762787,255,81.70,2775,-50.00,21,255,0.90,-0.12,-0.32,16.20,4.23999977111816,96.00,30.0,14,179.059997558594,204.800003051758,61.50,13.05,1.30534195899963
212125.200,12,20.17,30.3,38°9.632718 N,122°27.226896 W,0,1,0,0,32.05,-0.90,11699.000,1,0.600,3.16,-0.05,0.04,-0.13,-4.46185117247534,49.74,0.100,0.11,500,13.3999996185303,0,0.150000005960464,255,81.70,2832,-50.00,21,255,0.90,-0.12,-0.32,17.10,4.34999990463257,96.00,47.0,14,179.059997558594,204.800003051758,63.09,13.05,2.17557001113892
212125.300,12,20.44,30.1,38°9.632988 N,122°27.226698 W,0,1,0,0,32.00,-0.94,11799.000,1,0.700,3.72,0.01,0.08,-0.15,-4.57992856094339,65.48,0.100,0.10,500,13.3999996185303,0,0.109999999403954,255,81.70,2876,-50.00,21,255,0.90,-0.12,-0.32,18.20,4.42000007629395,96.00,69.0,14,179.059997558594,204.800003051758,64.11,13.05,1.59541797637939
212125.400,12,20.41,29.5,38°9.633264 N,122°27.226512 W,0,1,0,0,31.97,-0.94,11899.000,1,0.800,4.29,0.07,-0.01,-0.17,-4.58711100220534,118.71,0.100,0.04,500,13.3999996185303,0,-0.0299999993294477,255,81.70,2955,-50.00,21,255,0.90,-0.12,-0.32,19.40,4.40999984741211,96.00,69.0,14,179.059997558594,204.800003051758,63.96,13.05,-0.435113996267319
212125.500,12,20.42,29.3,38°9.633528 N,122°27.226332 W,0,1,0,0,31.91,-1.01,11999.000,1,0.900,4.86,0.02,0.00,-0.20,-4.93730407523511,175.23,0.100,0.02,500,13.3000001907349,0,0.230000004172325,255,81.70,2955,-50.00,21,255,0.90,-0.17,-0.30,18.90,4.44000005722046,96.00,81.0,14,179.059997558594,204.800003051758,64.40,13.05,3.33587408065796
212125.600,12,20.27,29.0,38°9.633798 N,122°27.226158 W,0,1,0,0,31.85,-1.12,12099.000,1,1.000,5.42,0.03,-0.04,-0.22,-5.50513022888714,889.16,0.100,0.01,500,13.3999996185303,0,0.189999997615814,255,81.70,2997,-50.00,21,255,0.90,-0.17,-0.30,19.20,4.34999990463257,96.00,113.0,14,179.059997558594,204.800003051758,63.09,13.05,2.75572204589844
212125.700,12,20.49,28.2,38°9.634074 N,122°27.225984 W,0,1,0,0,31.81,-1.15,12199.000,1,1.100,5.99,0.08,0.06,-0.25,-5.62198038163096,145.22,0.100,0.03,500,13.3999996185303,0,0.129999995231628,255,81.70,3045,-50.00,21,255,0.90,-0.17,-0.30,20.00,4.36999988555908,96.00,129.0,15,179.059997558594,204.800003051758,63.38,13.05,1.88549399375916
212125.800,12,20.73,26.1,38°9.634368 N,122°27.225828 W,0,1,0,0,31.76,-1.22,12299.000,1,1.200,6.56,0.21,0.07,-0.28,-5.90391665058846,62.88,0.100,0.07,500,13.3999996185303,0,0.119999997317791,255,81.70,3045,-50.00,21,255,0.90,-0.17,-0.30,20.00,4.40000009536743,96.00,144.0,15,179.059997558594,204.800003051758,63.82,13.05,1.74045598506927
212125.900,12,20.99,23.6,38°9.634668 N,122°27.225690 W,0,1,0,0,31.76,-1.22,12399.000,1,1.300,7.14,0.27,0.07,-0.31,-5.83079268292683,34.94,0.100,0.11,500,13.3999996185303,0,0.109999999403954,255,81.70,3115,-50.00,21,255,0.90,-0.29,-0.33,20.20,4.3899998664856,96.00,158.0,16,179.059997558594,204.800003051758,63.67,13.05,1.59541797637939
212126.000,12,21.30,21.9,38°9.634974 N,122°27.225552 W,0,1,0,0,31.73,-1.26,12499.000,1,1.400,7.73,0.17,0.09,-0.35,-5.91604845525401,28.88,0.100,0.13,500,13.3999996185303,0,0.129999995231628,255,81.70,3132,-50.00,21,255,0.90,-0.29,-0.33,20.80,4.44000005722046,96.00,158.0,16,179.059997558594,204.800003051758,64.40,13.05,1.88549399375916
212126.100,12,21.77,20.0,38°9.635286 N,122°27.225426 W,0,1,0,0,31.69,-1.26,12599.000,1,1.500,8.33,0.21,0.13,-0.38,-5.78884498759533,25.59,0.100,0.17,500,13.3999996185303,0,0.0599999986588955,255,81.70,3171,-50.00,21,255,1.00,-0.29,-0.33,20.60,4.40999984741211,96.00,159.0,17,179.059997558594,204.800003051758,63.96,14.50,0.870227992534637
212126.200,12,22.06,16.7,38°9.635628 N,122°27.225348 W,0,1,0,0,31.42,-1.40,12699.000,1,1.600,8.93,0.36,0.08,-0.41,-6.36417206835592,19.57,0.100,0.20,500,13.3999996185303,0,0.140000000596046,255,81.70,3235,-50.00,21,255,1.00,-0.29,-0.33,21.00,4.42999982833862,96.00,167.0,18,179.059997558594,204.800003051758,64.25,14.50,2.03053188323975
212126.300,12,21.77,15.3,38°9.635952 N,122°27.225258 W,0,1,0,0,31.37,-1.33,12799.000,1,1.700,9.54,0.15,-0.08,-0.45,-6.11879277872204,17.69,0.100,0.17,500,13.3999996185303,0,0.219999998807907,255,81.70,3243,-50.00,21,255,0.90,-0.29,-0.33,21.60,4.42999982833862,96.00,167.0,18,179.059997558594,204.800003051758,64.25,13.05,3.19083595275879
212126.400,12,23.06,10.6,38°9.636312 N,122°27.225210 W,0,1,0,0,31.24,-1.40,12899.000,1,1.800,10.17,0.53,0.37,-0.49,-6.08793686583991,14.60,0.100,0.31,500,13.3999996185303,0,0.0999999865889549,255,81.70,3243,-50.00,21,255,1.00,-0.31,-0.29,22.00,4.40000009536743,96.00,172.0,19,179.059997558594,204.800003051758,63.82,14.50,1.45037996768951
212126.500,12,22.84,8.8,38°9.636648 N,122°27.225156 W,0,1,0,0,31.18,-1.44,12999.000,1,1.900,10.80,0.20,-0.06,-0.52,-6.30528067256327,14.67,0.100,0.24,500,13.3999996185303,0,0.200000002980232,255,81.70,3260,-50.00,21,255,1.00,-0.31,-0.29,21.90,4.55000019073486,96.00,172.0,22,179.059997558594,204.800003051758,65.99,14.50,2.90075993537903
212126.600,12,22.70,6.3,38°9.636990 N,122°27.225126 W,0,1,0,0,31.21,-1.33,13099.000,1,2.000,11.44,0.29,-0.04,-0.56,-5.86732446480486,14.60,0.100,0.25,500,13.3999996185303,0,0.129999995231628,255,81.70,3310,-50.00,21,255,1.00,-0.31,-0.29,22.20,4.57000017166138,96.00,173.0,25,179.059997558594,204.800003051758,66.28,14.50,1.88549399375916
212126.700,12,23.49,4.3,38°9.637350 N,122°27.225102 W,0,1,0,0,31.19,-1.37,13199.000,1,2.100,12.08,0.23,0.22,-0.60,-5.82276325870435,14.82,0.100,0.27,500,13.3999996185303,0,0.140000000596046,255,81.70,3425,-50.00,21,255,1.00,-0.30,-0.15,22.20,4.53000020980835,96.00,173.0,25,179.059997558594,204.800003051758,65.70,14.50,2.03053188323975
212126.800,12,24.22,1.6,38°9.637722 N,122°27.225108 W,0,1,0,0,31.21,-1.30,13299.000,1,2.200,12.74,0.32,0.21,-0.64,-5.35006605019815,14.61,0.100,0.31,500,13.3999996185303,0,0.189999997615814,255,81.70,3473,-50.00,21,255,1.00,-0.30,-0.15,22.50,4.55000019073486,96.00,173.0,25,179.059997558594,204.800003051758,65.99,14.50,2.75572204589844
212126.900,12,24.56,358.5,38°9.638088 N,122°27.225138 W,0,1,0,0,31.24,-1.22,13399.000,1,2.300,13.42,0.37,0.10,-0.67,-4.98310466962505,15.06,0.100,0.31,500,13.3999996185303,0,0.189999997615814,255,81.70,3600,-50.00,21,255,1.00,-0.30,-0.15,23.10,4.6399998664856,96.00,173.0,26,179.059997558594,204.800003051758,67.30,14.50,2.75572204589844
212127.000,12,25.68,356.1,38°9.638484 N,122°27.225180 W,0,1,0,0,31.27,-1.19,13499.000,1,2.400,14.12,0.30,0.31,-0.71,-4.62706913339825,14.96,0.100,0.36,500,13.3999996185303,0,0.170000001788139,255,81.70,3600,-50.00,21,255,1.00,-0.30,-0.15,22.90,4.67999982833862,96.00,172.0,29,179.059997558594,204.800003051758,67.88,14.50,2.46564602851868
212127.100,12,26.58,353.6,38°9.638892 N,122°27.225252 W,0,1,0,0,31.29,-1.15,13599.000,1,2.500,14.84,0.34,0.26,-0.74,-4.33375968700624,17.40,0.100,0.38,500,13.3999996185303,0,0.180000007152557,255,81.70,3772,-50.00,21,255,1.00,-0.30,-0.15,24.00,4.6399998664856,96.00,170.0,30,179.059997558594,204.800003051758,67.30,14.50,2.61068391799927
212127.200,12,27.19,351.0,38°9.639294 N,122°27.225354 W,0,1,0,0,31.27,-1.15,13699.000,1,2.600,15.59,0.35,0.17,-0.78,-4.23622857983379,17.01,0.100,0.37,500,13.3999996185303,0,0.119999997317791,255,81.70,3890,-50.00,21,255,1.00,-0.36,-0.12,24.90,4.55999994277954,96.00,170.0,30,179.059997558594,204.800003051758,66.14,14.50,1.74045598506927
212127.300,12,27.13,349.2,38°9.639696 N,122°27.225468 W,0,1,0,0,31.26,-1.12,13799.000,1,2.700,16.34,0.25,-0.02,-0.81,-4.11307264217005,17.67,0.100,0.31,500,13.3999996185303,0,0.150000005960464,255,81.70,3890,-50.00,21,255,1.10,-0.36,-0.12,25.90,4.69000005722046,96.00,164.0,31,179.059997558594,204.800003051758,68.02,15.95,2.17557001113892
212127.400,12,28.27,346.7,38°9.640116 N,122°27.225612 W,0,1,0,0,31.24,-1.12,13899.000,1,2.800,17.11,0.35,0.32,-0.84,-3.94708919855698,17.90,0.100,0.37,500,13.3999996185303,0,0.209999993443489,255,81.70,4011,-50.00,21,255,1.10,-0.36,-0.12,26.40,4.71000003814697,96.00,164.0,31,179.059997558594,204.800003051758,68.31,15.95,3.0457980632782
212127.500,12,29.69,343.0,38°9.640548 N,122°27.225798 W,0,1,0,0,31.28,-1.04,13999.000,1,2.900,17.92,0.54,0.40,-0.87,-3.51680927036313,17.78,0.100,0.47,500,13.3999996185303,0,0.180000007152557,255,81.70,4258,-50.00,21,255,1.10,-0.36,-0.10,27.40,4.69999980926514,96.00,159.0,32,179.059997558594,204.800003051758,68.17,15.95,2.61068391799927
212127.600,12,30.20,340.8,38°9.640980 N,122°27.225996 W,0,1,0,0,31.30,-1.01,14099.000,1,3.000,18.75,0.32,0.15,-0.90,-3.3373063170441,19.01,0.100,0.41,500,13.3999996185303,0,0.150000005960464,255,81.70,4465,-50.00,21,255,1.20,-0.36,-0.10,27.80,4.71000003814697,96.00,153.0,34,179.059997558594,204.800003051758,68.31,17.40,2.17557001113892
212127.700,12,30.49,337.2,38°9.641400 N,122°27.226236 W,0,1,0,0,31.31,-0.97,14199.000,1,3.100,19.59,0.54,0.08,-0.93,-3.18772136953955,17.94,0.100,0.42,500,13.5,0,0.0799999982118607,255,81.70,4465,-50.00,21,255,1.20,-0.36,-0.10,28.50,4.73000001907349,96.00,139.0,35,179.059997558594,204.800003051758,68.60,17.40,1.16030395030975
212127.800,12,31.46,335.8,38°9.641832 N,122°27.226494 W,0,1,0,0,31.33,-0.94,14299.000,1,3.200,20.45,0.22,0.28,-0.96,-2.97482837528604,19.73,0.100,0.41,500,13.5,0,0.180000007152557,255,81.70,4535,-50.00,21,255,1.20,-0.36,-0.10,29.70,4.84000015258789,96.00,132.0,35,179.059997558594,204.800003051758,70.20,17.40,2.61068391799927
212127.900,12,32.08,332.7,38°9.642258 N,122°27.226800 W,0,1,0,0,31.35,-0.94,14399.000,1,3.300,21.34,0.50,0.17,-0.99,-2.91770573566085,19.50,0.100,0.43,500,13.5,0,0.150000005960464,255,81.70,4676,-50.00,21,255,1.20,-0.41,-0.06,30.20,4.78999996185303,96.00,132.0,35,179.059997558594,204.800003051758,69.47,17.40,2.17557001113892
212128.000,12,33.24,330.0,38°9.642690 N,122°27.227142 W,0,1,0,0,31.39,-0.86,14499.000,1,3.400,22.24,0.44,0.33,-1.02,-2.59966902361968,19.34,0.100,0.47,500,13.5,0,0.200000002980232,255,81.70,4942,-50.00,21,255,1.30,-0.41,-0.06,31.60,4.80999994277954,96.00,123.0,37,179.059997558594,204.800003051758,69.76,18.85,2.90075993537903
212128.100,12,34.15,327.9,38°9.643116 N,122°27.227514 W,0,1,0,0,31.39,-0.90,14599.000,1,3.500,23.18,0.35,0.26,-1.04,-2.63543191800878,20.29,0.100,0.46,500,13.5,0,0.0700000002980232,255,81.70,5110,-50.00,21,255,1.30,-0.41,-0.06,32.60,4.80000019073486,96.00,95.0,39,179.059997558594,204.800003051758,69.62,18.85,1.01526594161987
212128.200,12,34.99,325.3,38°9.643542 N,122°27.227928 W,0,1,0,0,31.40,-0.86,14699.000,1,3.600,24.14,0.46,0.24,-1.07,-2.46962984136058,22.03,0.100,0.47,500,13.5,0,0.0900000035762787,255,81.70,5110,-50.00,21,255,1.30,-0.41,-0.06,33.40,4.86999988555908,96.00,83.0,39,179.059997558594,204.800003051758,70.63,18.85,1.30534195899963
212128.300,12,36.02,323.0,38°9.643962 N,122°27.228372 W,0,1,0,0,31.43,-0.83,14799.000,1,3.700,25.12,0.40,0.29,-1.09,-2.29859530287047,22.54,0.100,0.48,500,13.5,0,0.0999999865889549,255,81.70,5242,-50.00,21,255,1.40,-0.25,0.04,35.00,4.73000001907349,96.00,66.0,42,179.059997558594,204.800003051758,68.60,20.31,1.45037996768951
212128.400,12,37.63,321.0,38°9.644400 N,122°27.228858 W,0,1,0,0,31.48,-0.76,14899.000,1,3.800,26.15,0.37,0.46,-1.12,-2.00882181006537,25.94,0.100,0.54,500,13.3999996185303,0,0.200000002980232,255,81.70,5565,-50.00,21,255,1.40,-0.25,0.04,36.30,4.78999996185303,96.00,66.0,42,179.059997558594,204.800003051758,69.47,20.31,2.90075993537903
212128.500,12,38.74,319.1,38°9.644838 N,122°27.229368 W,0,1,0,0,31.49,-0.72,14999.000,1,3.900,27.21,0.37,0.31,-1.14,-1.85854414042333,25.85,0.100,0.52,500,13.3999996185303,0,0.230000004172325,255,81.70,5720,-50.00,21,255,1.50,-0.25,0.04,37.50,4.76999998092651,96.00,59.0,42,179.059997558594,204.800003051758,69.18,21.76,3.33587408065796
212128.600,12,39.89,318.0,38°9.645282 N,122°27.229896 W,0,1,0,0,31.48,-0.72,15099.000,1,4.000,28.30,0.21,0.33,-1.16,-1.80487315752532,30.39,0.100,0.48,500,13.3999996185303,0,0.140000000596046,255,81.70,5860,-50.00,21,255,1.50,-0.25,0.04,38.80,4.82999992370605,96.00,52.0,41,179.059997558594,204.800003051758,70.05,21.76,2.03053188323975
212128.700,12,40.84,316.5,38°9.645726 N,122°27.230454 W,0,1,0,0,31.48,-0.72,15199.000,1,4.100,29.42,0.32,0.27,-1.18,-1.76319333904739,33.63,0.100,0.46,500,13.3999996185303,0,0.150000005960464,255,81.70,5860,-50.00,21,255,1.50,-0.18,0.06,40.10,4.78000020980835,96.00,43.0,41,179.059997558594,204.800003051758,69.33,21.76,2.17557001113892
212128.800,12,41.85,315.8,38°9.646182 N,122°27.231024 W,0,1,0,0,31.46,-0.72,15299.000,1,4.200,30.57,0.14,0.29,-1.20,-1.72043010752688,38.48,0.100,0.42,500,13.3999996185303,0,0.159999996423721,255,81.70,6176,-50.00,21,255,1.60,-0.18,0.06,40.90,4.84999990463257,97.00,43.0,41,179.059997558594,206.600006103516,70.34,23.21,2.32060790061951
212128.900,12,43.23,315.2,38°9.646650 N,122°27.231624 W,0,1,0,0,31.45,-0.72,15399.000,1,4.300,31.75,0.14,0.39,-1.22,-1.66543301258327,47.73,0.100,0.44,500,13.3999996185303,0,0.180000007152557,255,81.70,6325,-50.00,21,255,1.60,-0.18,0.06,42.20,4.90000009536743,97.00,38.0,41,179.059997558594,206.600006103516,71.07,23.21,2.61068391799927
212129.000,12,44.70,314.4,38°9.647124 N,122°27.232254 W,0,1,0,0,31.51,-0.65,15499.000,1,4.400,32.97,0.17,0.42,-1.24,-1.44963199928413,57.77,0.100,0.45,500,13.3999996185303,0,0.159999996423721,255,81.70,6325,-50.00,21,255,1.70,-0.18,0.06,43.30,4.84000015258789,97.00,31.0,41,179.059997558594,206.600006103516,70.20,24.66,2.32060790061951
212129.100,12,45.30,313.5,38°9.647592 N,122°27.232890 W,0,1,0,0,31.52,-0.61,15599.000,1,4.500,34.22,0.20,0.17,-1.26,-1.35102320139517,67.11,0.100,0.36,500,13.3999996185303,0,0.189999997615814,255,81.70,6557,-50.00,21,255,1.50,-0.18,0.06,44.10,4.73000001907349,97.00,31.0,0,179.059997558594,206.600006103516,68.60,21.76,2.75572204589844
212129.200,12,46.08,313.0,38°9.648072 N,122°27.233544 W,0,1,0,0,31.57,-0.58,15699.000,1,4.600,35.49,0.11,0.22,-1.28,-1.25,84.41,0.100,0.33,500,13.3999996185303,0,0.180000007152557,255,81.70,6211,-50.00,21,255,1.50,-0.10,0.00,45.10,4.82999992370605,97.00,29.0,0,179.059997558594,206.600006103516,70.05,21.76,2.61068391799927
212129.300,12,45.47,312.1,38°9.648522 N,122°27.234186 W,0,1,0,0,31.59,-0.54,15799.000,1,4.700,36.76,0.21,-0.17,-1.30,-1.18764845605701,85.39,0.100,0.22,500,13.3999996185303,0,0.209999993443489,255,81.70,5857,-50.00,21,255,1.40,-0.10,0.00,45.80,4.78000020980835,97.00,21.0,0,179.059997558594,206.600006103516,69.33,20.31,3.0457980632782
212129.400,12,45.48,311.3,38°9.648966 N,122°27.234840 W,0,1,0,0,31.63,-0.50,15899.000,1,4.800,38.03,0.17,0.00,-1.32,-1.10820378636294,98.67,0.100,0.21,500,13.3999996185303,0,0.140000000596046,255,81.70,4960,-50.00,21,255,1.30,-0.10,0.00,45.10,4.63000011444092,97.00,19.0,0,179.059997558594,206.600006103516,67.15,18.85,2.03053188323975
212129.500,12,45.54,310.6,38°9.649410 N,122°27.235506 W,0,1,0,0,31.65,-0.47,15999.000,1,4.900,39.29,0.16,0.02,-1.33,-1.0275777270332,97.76,0.100,0.20,500,13.3999996185303,0,0.180000007152557,255,81.70,4960,-50.00,21,255,1.20,-0.08,-0.25,44.90,4.61999988555908,97.00,19.0,0,179.059997558594,206.600006103516,67.01,17.40,2.61068391799927
212129.600,12,45.25,310.0,38°9.649836 N,122°27.236172 W,0,1,0,0,31.65,-0.47,16099.000,1,5.000,40.55,0.14,-0.08,-1.35,-1.03436843850149,97.40,0.100,0.19,500,13.3999996185303,0,0.159999996423721,255,81.70,4570,-50.00,21,255,1.20,-0.08,-0.25,45.20,4.71000003814697,97.00,14.0,19,179.059997558594,206.600006103516,68.31,17.40,2.32060790061951
212129.700,12,44.98,309.7,38°9.650256 N,122°27.236832 W,0,1,0,0,31.67,-0.43,16199.000,1,5.100,41.81,0.05,-0.07,-1.36,-0.960384153661464,107.82,0.100,0.17,500,13.3999996185303,0,0.119999997317791,255,81.70,4732,-50.00,21,255,1.20,-0.08,-0.25,45.30,4.73000001907349,97.00,11.0,19,179.059997558594,206.600006103516,68.60,17.40,1.74045598506927
212129.800,12,44.93,309.3,38°9.650682 N,122°27.237498 W,0,1,0,0,31.69,-0.43,16299.000,1,5.200,43.05,0.09,-0.02,-1.37,-0.961538461538461,119.37,0.100,0.15,500,13.3999996185303,0,0.0999999865889549,255,81.70,4732,-50.00,21,255,1.30,-0.08,-0.25,45.10,4.73999977111816,97.00,10.0,26,179.059997558594,206.600006103516,68.75,18.85,1.45037996768951
212129.900,12,44.91,309.3,38°9.651102 N,122°27.238164 W,0,1,0,0,31.71,-0.36,16399.000,1,5.300,44.30,0.01,0.00,-1.39,-0.801531816360155,133.12,0.100,0.12,500,13.3999996185303,0,0.159999996423721,255,81.70,4977,-50.00,21,255,1.30,-0.02,-0.24,44.80,4.76000022888184,97.00,7.0,27,179.059997558594,206.600006103516,69.04,18.85,2.32060790061951
212130.000,12,45.02,308.8,38°9.651522 N,122°27.238836 W,0,1,0,0,31.73,-0.36,16499.000,1,5.400,45.55,0.10,0.03,-1.40,-0.799609080005331,152.36,0.100,0.12,500,13.3999996185303,0,0.140000000596046,255,81.70,5105,-50.00,21,255,1.20,-0.02,-0.24,45.00,4.55000019073486,97.00,7.0,28,179.059997558594,206.600006103516,65.99,17.40,2.03053188323975
212130.100,12,46.20,308.3,38°9.651954 N,122°27.239544 W,0,1,0,0,31.74,-0.36,16599.000,1,5.500,46.82,0.11,0.33,-1.41,-0.77923764583649,171.05,0.100,0.20,500,13.3999996185303,0,0.109999999403954,255,81.70,5105,-50.00,21,255,1.10,-0.02,-0.24,45.30,4.5,97.00,7.0,22,179.059997558594,206.600006103516,65.27,15.95,1.59541797637939
212130.200,12,46.93,308.5,38°9.652392 N,122°27.240252 W,0,1,0,0,31.76,-0.32,16699.000,1,5.600,48.11,-0.03,0.21,-1.42,-0.690389942467505,243.75,0.100,0.21,500,13.3999996185303,0,0.189999997615814,255,81.00,3736,-50.00,21,255,1.10,-0.02,-0.24,46.40,4.63000011444092,97.00,7.0,42,177.800003051758,206.600006103516,67.15,15.95,2.75572204589844
212130.300,12,46.66,308.1,38°9.652818 N,122°27.240948 W,0,1,0,0,31.75,-0.32,16799.000,1,5.700,49.41,0.09,-0.08,-1.43,-0.694384912130304,271.31,0.100,0.10,500,13.3999996185303,0,0.209999993443489,255,81.00,4088,-50.00,21,255,1.20,-0.01,-0.22,47.60,4.55000019073486,97.00,3.0,42,177.800003051758,206.600006103516,65.99,17.40,3.0457980632782
212130.400,12,47.73,308.0,38°9.653262 N,122°27.241674 W,0,1,0,0,31.67,-0.47,16899.000,1,5.800,50.72,0.02,0.30,-1.44,-0.980535942508747,300.76,0.100,0.19,500,13.3999996185303,0,0.0799999982118607,255,81.00,4086,-50.00,21,255,1.10,-0.01,-0.22,47.40,4.67999982833862,97.00,2.0,40,177.800003051758,206.600006103516,67.88,15.95,1.16030395030975
212130.500,12,49.07,307.4,38°9.653712 N,122°27.242430 W,0,1,0,0,31.84,-0.22,16999.000,1,5.900,52.07,0.13,0.38,-1.45,-0.440169546788392,291.26,0.100,0.29,500,13.3999996185303,0,0.170000001788139,255,81.00,4405,-50.00,21,255,1.10,-0.01,-0.22,48.30,4.59999990463257,97.00,0.0,53,177.800003051758,206.600006103516,66.72,15.95,2.46564602851868
212130.600,12,49.37,307.7,38°9.654168 N,122°27.243180 W,0,1,0,0,31.79,-0.32,17099.000,1,6.000,53.43,-0.06,0.08,-1.46,-0.656268989264736,351.00,0.100,0.19,500,13.3999996185303,0,0.159999996423721,255,81.00,4405,-50.00,21,255,1.10,-0.01,-0.22,49.70,4.57999992370605,97.00,1.0,52,177.800003051758,206.600006103516,66.43,15.95,2.32060790061951
212130.700,12,51.06,307.9,38°9.654648 N,122°27.243966 W,0,1,0,0,31.84,-0.29,17199.000,1,6.100,54.83,-0.04,0.48,-1.47,-0.564020210724218,586.47,0.100,0.33,500,13.3999996185303,0,0.170000001788139,255,81.00,4427,-50.00,21,255,1.20,-0.01,-0.22,50.40,4.73000001907349,97.00,1.0,53,177.800003051758,206.600006103516,68.60,17.40,2.46564602851868
212130.800,12,52.39,308.0,38°9.655134 N,122°27.244770 W,0,1,0,0,31.91,-0.22,17299.000,1,6.200,56.27,-0.05,0.38,-1.48,-0.412284552690348,1000.00,0.100,0.35,500,13.3999996185303,0,0.109999999403954,255,81.00,4517,-50.00,21,255,1.20,-0.01,0.13,51.80,4.71000003814697,97.00,1.0,53,177.800003051758,206.600006103516,68.31,17.40,1.59541797637939
212130.900,12,53.35,308.0,38°9.655632 N,122°27.245580 W,0,1,0,0,31.90,-0.25,17399.000,1,6.300,57.73,0.00,0.27,-1.48,-0.472334682860999,1000.00,0.100,0.31,500,13.3999996185303,0,0.119999997317791,255,81.00,4721,-50.00,21,255,1.20,-0.01,0.13,53.00,4.71999979019165,97.00,2.0,53,177.800003051758,206.600006103516,68.46,17.40,1.74045598506927
212131.000,12,54.58,307.9,38°9.656142 N,122°27.246414 W,0,1,0,0,31.89,-0.25,17499.000,1,6.400,59.23,0.02,0.35,-1.49,-0.461682208746313,1000.00,0.100,0.33,500,13.3999996185303,0,0.219999998807907,255,81.00,4831,-50.00,21,255,1.20,-0.01,0.13,54.20,4.76000022888184,97.00,2.0,53,177.800003051758,206.600006103516,69.04,17.40,3.19083595275879
212131.100,12,55.66,308.0,38°9.656658 N,122°27.247266 W,0,1,0,0,31.89,-0.25,17599.000,1,6.500,60.76,-0.02,0.31,-1.50,-0.452748832195473,1000.00,0.100,0.32,500,13.3999996185303,0,0.150000005960464,255,81.00,4831,-50.00,21,255,1.30,-0.02,0.09,55.50,4.71000003814697,97.00,3.0,53,177.800003051758,206.600006103516,68.31,18.85,2.17557001113892
